X;Y;CODESC;NOMEESC;END_ESC;NUM_ESC;BAIRRO;NOMDIST
-46.779818;-23.671454;35070191;EMEF EUCLIDES DA CUNHA;RUA DA COSTA NOVA DO PRADO;108;JARDIM COMERCIAL;CAPAO REDONDO
-46.776334;-23.67293;35125726;PERSPECTIVA ESCOLA;R PROFESSORA EUNICE BECHARA DE OLIVEIRA;734;VL FAZZEONI;CAPAO REDONDO
-46.778114;-23.670411;35184597;CR P CONV SOSSEGO DA CRIANCA;DOS MUTIRANTES;15;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;CAPAO REDONDO
-46.783523;-23.666552;35107657;ADVENTISTA DA ALVORADA ESCOLA;R PASTOR JERONIMO GRANERO GARCIA;354;JARDIM IAE;CAPAO REDONDO
-46.78063;-23.664895;35184664;CEI INDIR COHAB ADVENTISTA;INTEGRADA;620;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;CAPAO REDONDO
-46.782015;-23.663877;35107682;UNASP SAO PAULO ADVENTISTA COLEGIO;EST ITAPECERICA, DE;5859;C REDONDO;CAPAO REDONDO
-46.783249;-23.659255;35233948;EMEF MARIA RITA DE CASSIA PINHEIRO SIMOES BRAGA PROFA;RUA MARIA CALLAS;30;PARQUE LIGIA;CAPAO REDONDO
-46.778496;-23.665199;35098656;EMEI WILMA ALVARENGA DE OLIVEIRA PROFA;RUA INTEGRADA;395;COHAB INSTITUTO ADVENTISTA;CAPAO REDONDO
-46.780167;-23.663604;35925524;WALDIR RODOLPHO DE CASTRO;R JERIBAS, DOS;S/N;JARDIM ALVORADA;CAPAO REDONDO
-46.772504;-23.684674;35239008;CEI DIRET JARDIM SAO MANOEL;PEDRO ROLDAN;SN;JARDIM SAO MANOEL;JARDIM ANGELA
-46.77163;-23.6886;35087634;EMEI BARBARA HELIODORA GUILHERMINA DA SILVEIRA;RUA MARCELINO COELHO;297-A;JARDIM ANGELA;JARDIM ANGELA
-46.77163;-23.6886;35054094;EMEF MARIO MARQUES DE OLIVEIRA PROF;MARCELINO COELHO;297;JARDIM ANGELA ZONA SUL;JARDIM ANGELA
-46.771687;-23.688435;35184585;CR P CONV SANTO DIAS;MARCELINO COELHO;284;JARDIM ANGELA ZONA SUL;JARDIM ANGELA
-46.770709;-23.687472;35185036;BATISTA ESCOLA EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;RUA MARCELINO COELHO;141;JARDIM ANGELA ZONA SUL;JARDIM ANGELA
-46.7696;-23.689259;35239100;CEI DIRET JARDIM COPACABANA;SANTA RITA DO SAPUCAI;215;JARDIM TUPI;JARDIM ANGELA
-46.768155;-23.686816;35916808;JOSE RAUL POLETTO;RUA PROFESSOR BARROSO DO AMARAL;665;VILA SANTA LUCIA;JARDIM ANGELA
-46.768377;-23.686638;35054100;EMEF OLIVEIRA VIANA;RUA PROFESSOR BARROSO DO AMARAL;694;JARDIM PLANALTO;JARDIM ANGELA
-46.769295;-23.684459;35239057;CEI DIRET JARDIM DIONISIO;WILLIAM CREMER;2;JARDIM SONIA REGINA;JARDIM ANGELA
-46.774809;-23.679148;35464818;PATRICIO COLEGIO;AV VISCONDE DO RIO GRANDE;280;CAPAO REDONDO;JARDIM ANGELA
-46.773406;-23.680162;35035609;HUMBERTO ALFREDO PUCCA PROFESSOR;R MANDIRA, DA;120;JD FRATERNIDADE;JARDIM ANGELA
-46.772578;-23.679678;35381007;CR P CONV AGLAEZINHA IV COMUN INFANTIL;AGLAE REIS;377;JARDIM CLARICE;JARDIM ANGELA
-46.772478;-23.679961;35380970;CR P CONV AGLAEZINHA III COMUN INFANTIL;AGLAE REIS;337;JARDIM CLARICE;JARDIM ANGELA
-46.772478;-23.679961;35380908;CR P CONV AGLAEZINHA II COMUN INFANTIL;AGLAE REIS;337;JARDIM CLARICE;JARDIM ANGELA
-46.772478;-23.679961;35183912;CR P CONV AGLAEZINHA I COMUN INFANTIL;AGLAE REIS;337;JARDIM CLARICE;JARDIM ANGELA
-46.774835;-23.676108;35107566;JARDIM DAS PALMEIRAS ESCOLA ADVENTISTA DE;R HENRIQUE SAN MIDLIN;99;JARDIM DAS PALMEIRAS;CAPAO REDONDO
-46.771793;-23.68109;35337161;AUGUSTO ROCHA COLEGIO;RUA CARLO ROSSI;01;JD SAO JOSE;JARDIM ANGELA
-46.770841;-23.681695;35464181;CR P CONV SAO JOSE OPERARIO II CEI;PIETRO SOLARI;8;JARDIM FRATERNIDADE;JARDIM ANGELA
-46.771626;-23.677927;35098644;EMEF JOAO PEDRO DE CARVALHO NETO DR;RUA ALFREDO OMETECIDIO;339;JARDIM SAO JOSE;CAPAO REDONDO
-46.771279;-23.676237;35245159;EMEF DONATO SUSUMU KIMURA;RICHARD BOYLE;80;JARDIM SAO JOSE;CAPAO REDONDO
-46.770287;-23.675024;35399693;CEU EMEI LOREANE LALLO PROFA;DANIEL GRAN;SN;JARDIM MODELO;CAPAO REDONDO
-46.765872;-23.691138;35914733;FLAVIO LA SELVA PROFESSOR;R CARMELO CALI;240;VL S LUCIA;JARDIM ANGELA
-46.767432;-23.684772;35177027;SABER DOCE SABER NUCLEO DE DESENVOLVIMENTO INFANTIL;R BERTOLINA MAGALHAES ALCOBA;255;JD DIONISIO;JARDIM ANGELA
-46.765115;-23.687003;35081012;EMEI FRANCISCA JULIA DA SILVA;RUA MARIA CORTADA CODORNIZ;79;VILA SANTA LUCIA;JARDIM ANGELA
-46.760528;-23.691066;35356761;CEU EMEF MARIO FITTIPALDI;DA BARONESA;1121;BARONESA;JARDIM ANGELA
-46.760517;-23.689983;35239021;CEI DIRET JARDIM KAGOHARA;DAS FERMATAS;120;JARDIM KAGOHARA;JARDIM ANGELA
-46.762933;-23.685699;35092903;EMEI JANETE CLAIR;RUA DOUTOR AZEVEDO SODRE;114;VILA BOM JARDIM;JARDIM ANGELA
-46.767498;-23.679269;35418250;EMEF M BOI MIRIM III;JACQUES LE MERCIER;SN;JARDIM MARIANE;JARDIM ANGELA
-46.766626;-23.679747;35239069;CEI DIRET TANCREDO DE ALMEIDA NEVES PRES;JACQUES LE MERCIER;SN;JARDIM MARIANE;JARDIM ANGELA
-46.764458;-23.679887;35041063;LUIS MAGALHAES DE ARAUJO PROFESSOR;ESTRADA DO M BOI MIRIM;3583;JARDIM DAS FLORES;JARDIM ANGELA
-46.768028;-23.677765;35004996;DAVINA AGUIAR DIAS PROFESSORA;R FRANCISCO DE ABREU;S/N;JD IMBE;CAPAO REDONDO
-46.767532;-23.677186;35183921;CR P CONV SAO JOSE OPERARIO;FRANCISCO DE ABREU;130;JARDIM IMBE;CAPAO REDONDO
-46.760606;-23.682318;35902664;ROSA PAVONE PIMONT DOUTORA;R CONDE DE PROENCA;28;JD COIMBRA;JARDIM ANGELA
-46.76029;-23.680197;35239033;CEI DIRET JARDIM MARIA ALICE;FELICE GIARDINI;350;JARDIM COIMBRA;JARDIM ANGELA
-46.762522;-23.678016;35266772;SIMETRICA MASTER ESCOLA EDUCACIONAL;RUA PIERRE LEGROS;4;JARDIM IMBE;JARDIM ANGELA
-46.763204;-23.676159;35184068;CEI INDIR ADAIL TINI DE ARAUJO;CIRO FERRI;51;VILA REMO;JARDIM ANGELA
-46.762488;-23.676537;35160763;BATISTA BIBLICO INSTITUTO EDUCACIONAL;R VICENZO CATENA;100;VILA GUIOMAR;JARDIM ANGELA
-46.760538;-23.67614;35442902;BERNARDES INSTITUTO EDUCACIONAL;RUA REMO SARTI;265;VILA REMO;JARDIM ANGELA
-46.76001;-23.676306;35813436;CASINHA DOS SONHOS NUCLEO DESENVOLVIMENTO INFANTIL;RUA REMO SARTI;219;VILA REMO;JARDIM ANGELA
-46.775707;-23.674128;35908964;YOSHIO NINOMIYA;R JOAO ANDRE LEYSER;100;JARDIM COLEGIO;CAPAO REDONDO
-46.775619;-23.674016;35238971;CEI DIRET ELFRIDA ZUKOWSKI JARDIM;JOAO ANDRE LEYSER;99;VILA FAZZEONI;CAPAO REDONDO
-46.773464;-23.673834;35053824;EMEF MARIO RANGEL CEL;AVENIDA COMENDADOR SANTANNA;821;CAPAO REDONDO;CAPAO REDONDO
-46.773263;-23.673288;35052267;EMEI ANISIO TEIXEIRA;AVENIDA COMENDADOR SANTANNA;753;CAPAO REDONDO;CAPAO REDONDO
-46.775313;-23.669646;35802128;LUDO COLEGIO;R IVAN;18;JARDIM DO COLEGIO;CAPAO REDONDO
-46.776116;-23.667919;35098590;EMEF RICARDO VITIELLO PROF;RUA DA SOLIDARIEDADE;200;COHAB INSTITUTO ADVENTISTA;CAPAO REDONDO
-46.772664;-23.67017;35171001;PRISMA ESCOLA DE EDUCACAO INTEGRAL;AV ATTHOS TOMAS FERRACIO;25;JD MARACA;CAPAO REDONDO
-46.77155;-23.674395;35399700;CEU EMEF JOSE SARAMAGO;DANIEL GRAN;SN;JARDIM MODELO;CAPAO REDONDO
-46.770885;-23.67472;35399681;CEU CEI CAPAO REDONDO;DANIEL GRAN;SN;JARDIM MODELO;CAPAO REDONDO
-46.768247;-23.672992;35908952;MANOEL DA SILVEIRA PORTO FILHO REVERENDO PROFESSOR;R SIMAO ALVES DE ALMEIDA;SN;JARDIM MARACA;CAPAO REDONDO
-46.769354;-23.670555;35442859;ESTACAO DO SABER CENTRO EDUCACIONAL;RUA ANTONIO FARIA;184;JARDIM MARACA;CAPAO REDONDO
-46.775415;-23.660921;35283617;CEI DIRET PAULO COCHRANE SUPLICY;ARROIO BUTIA;383;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;CAPAO REDONDO
-46.776248;-23.659851;35293635;CASI COLEGIO;RUA MARIA GERALDINA DE CAMPOS;16;CONJUNTO HABITACIONAL INSTITUTO ADVENTISTA;CAPAO REDONDO
-46.770709;-23.66535;35107591;ELLEN G WHITE ADVENTISTA COLEGIO;AV ELLIS MAAS;600;C REDONDO;CAPAO REDONDO
-46.766057;-23.672402;35238934;CEI DIRET JARDIM TRES ESTRELAS;ROSALBA CARRIERA;174;JARDIM IMBE;CAPAO REDONDO
-46.767543;-23.668081;35005010;LEOPOLDO SANTANA PROFESSOR;R MANOEL DUARTE OLIVEIRA;151;CAPAO REDONDO;CAPAO REDONDO
-46.766449;-23.668271;35430766;CR P CONV NOSSA SENHORA APARECIDA;MANOEL ALVES DOS SANTOS;190;JARDIM LIDIA;CAPAO REDONDO
-46.762636;-23.6699;35036298;JOAO SUSSUMU HIRATA DEPUTADO;R COMENDADOR ANTUNES DOS SANTOS;936;CAPAO REDONDO;CAPAO REDONDO
-46.763681;-23.666725;35085601;EMEI MARIO ARY PIRES MAL;RUA FRANCISCO DE ALMEIDA;185;JARDIM LIDIA;CAPAO REDONDO
-46.764087;-23.663109;35141768;PRELUDIO INSTITUTO EDUCACIONAL;R DOUTOR BENEDITO MATARAZZO;564;PRQ M HELENA;CAPAO REDONDO
-46.767356;-23.661214;35041051;CAROLINA CINTRA DA SILVEIRA PROFESSORA;R LUIS DA FONSECA GALVAO;226;PRQ M HELENA;CAPAO REDONDO
-46.766241;-23.662139;35107554;SAO VICENTE DE PAULO ESCOLA;R LUIS DA FONSECA GALVAO;64;PRQ M HELENA;CAPAO REDONDO
-46.765303;-23.660797;35238958;CEI DIRET JOSE OLIVEIRA ALMEIDA DINIZ VER;PAULINO VITAL DE MORAIS;180;PARQUE MARIA HELENA;CAPAO REDONDO
-46.764417;-23.661509;35142888;SIQUEIRA CEZAR COLEGIO;R PAULINO VITAL DE MORAIS;300;PRQ M HELENA;CAPAO REDONDO
-46.76476;-23.659;35265147;SEQUENCIAL CENTRO TECNICO PROFISSIONALIZANTE;RUA ENG ALUISIO MARQUES;S/N;PQ M HELENA;CAPAO REDONDO
-46.763052;-23.664273;35813485;CRESCER E APRENDER ESCOLA DE EDUCACAO INFANTIL;RUA ITAJAI MIRIM;161;PARQUE. MARIA HELENA;CAPAO REDONDO
-46.762441;-23.66346;35472293;CASINHA DA ALEGRIA;PAULINO VITAL DE MORAIS;601;PARQUE MARIA HELENA;CAPAO REDONDO
-46.762246;-23.660667;35813527;CEDI CENTRO EDUCACIONAL DE DESENVOLVIMENTO INFANTI;RUA JOSE DOMINGOS;14;PARQUE MARIA HELENA;CAPAO REDONDO
-46.763795;-23.659357;35258428;CIEJA CENTRO INT ED JOVENS E ADULTOS - CAMPO LIMPO;CABO ESTACIO DA CONCEICAO;176;PARQUE MARIA HELENA;CAPAO REDONDO
-46.762801;-23.659061;35107585;CAMPO DE FORA ESCOLA ADVENTISTA DE;R ANTONIO SALVIA;125;JARDIM CAMPO DE FORA;CAPAO REDONDO
-46.762069;-23.659416;35173319;MEGA COLEGIO;R ANTONIO SALVIA;34;PRQ M HELENA;CAPAO REDONDO
-46.761957;-23.660751;35902640;JORGE ANDRADE;R DOUTOR BENEDITO MATARAZZO;5B;PRQ M HELENA;CAPAO REDONDO
-46.760381;-23.661004;35242248;EMEF GIANFRANCESCO GUARNIERI;DOMENICO FONTANA;SN;PARQUE MARIA HELENA;CAPAO REDONDO
-46.755821;-23.720548;35066308;EMEF TERESA MARGARIDA DA SILVA E ORTA;RUA ENGENHEIRO MILTON DE ALVARENGA PEIXOTO;20;VILA GILDA;JARDIM ANGELA
-46.755814;-23.720535;35271202;EMEI MARIA CLARA MACHADO;ENGENHEIRO MILTON DE ALVARENGA PEIXOTO;18;VILA GILDA;JARDIM ANGELA
-46.752289;-23.691658;35176916;SOLEIL ESCOLA DE EDUCACAO INFANTIL E FUNDAMENTAL;ESTRADA DA RIVIERA;2210;JD FIGUEIRA GRANDE;JARDIM ANGELA
-46.746273;-23.706353;35900102;LEILA SABINO PROFESSORA;R SILVILINO MANTOVANINI;300;JD RIVIERA;JARDIM SAO LUIS
-46.746071;-23.700899;35435223;CR P CONV NOSSA SENHORA DO CAMINHO II;PADRE CLARO;50;RIVIERA PAULISTA;JARDIM SAO LUIS
-46.744918;-23.700778;35184159;CR P CONV NS SRA DO CAMINHO;ENGENHEIRO ANTONIO ALVES BRAGA;17;RIVIERA PAULISTA;JARDIM SAO LUIS
-46.749193;-23.697493;35814283;CEI INDIR JARDIM ECOLOGICO GUARAPIRANGA;CARLOS GUILHERME SCHIMID;350;JARDIM MARQUESA;JARDIM SAO LUIS
-46.74801;-23.692932;35192557;CR P CONV JOSE CLAUDIO VIEIRA;PARVATI;408;JARDIM SOUZA;JARDIM SAO LUIS
-46.740941;-23.692098;35902305;EUGENIO MARIZ DE OLIVEIRA NETTO;RUA DONA VIRGNIA;100;CHACARA VISTA ALEGRE;JARDIM SAO LUIS
-46.759157;-23.690247;35356759;CEU EMEI GUARAPIRANGA;DA BARONESA;1120;BARONESA;JARDIM ANGELA
-46.759157;-23.690247;35356748;CEU CEI GUARAPIRANGA;DA BARONESA;1120;BARONESA;JARDIM ANGELA
-46.756636;-23.687338;35438424;JARDIM ANGELA ESCOLA TECNICA ESTADUAL;ESTRADA DA BARONESA;240;BARONESA;JARDIM ANGELA
-46.757819;-23.684528;35098565;EMEF DEZOITO DO FORTE;HAFIZ ABI CHEDID;110;VILA BOM JARDIM;JARDIM ANGELA
-46.757873;-23.683771;35191905;EUDORO VILLELA;ESTRADA GUAVIRUTUBA;600;JD SANTA LUCIA;JARDIM ANGELA
-46.755604;-23.683181;35054318;EMEF CAROLINA RENNO RIBEIRO DE OLIVEIRA PROFA;RUA JOAO FERREIRA DA SILVA;99;JARDIM SANTA MARGARIDA;JARDIM ANGELA
-46.753572;-23.684747;35184032;CR P CONV JOAO PEDRO RODRIGUES;JOAO MANOEL VAZ;11;JARDIM SANTA MARGARIDA;JARDIM ANGELA
-46.756558;-23.678247;35076120;EMEI VILA REMO;RUA ITAPAROQUERA;SN;VILA REMO;JARDIM ANGELA
-46.755004;-23.679657;35036274;EULALIA SILVA PROFESSORA;R AMARO ANTONIO DE ARAUJO;337;JD S MARGARIDA;JARDIM ANGELA
-46.752235;-23.68031;35438042;JARDIM ESPERANCA;RUA CATALDO PARRILHA;S/N;JARDIM BOA ESPERANCA;JARDIM ANGELA
-46.751951;-23.68046;35005236;MARIA PECCIOLI GIANNASI PROFESSORA;RUA CATALDO PARRILHA;179;JD ROSA MARIA;JARDIM ANGELA
-46.755482;-23.675556;35038295;JOSE LINS DO REGO;ESTRADA DO M BOI MIRIM;2463;JARDIM DAS FLORES;JARDIM ANGELA
-46.754358;-23.676653;35239112;CEI DIRET PARQUE SANTA MARGARIDA;CAPAO REDONDO;80;JARDIM SANTA MARGARIDA;JARDIM ANGELA
-46.753674;-23.676907;35125829;ALLAN KARDEC INSTITUTO DE EDUCACCAO;R CAPAO REDONDO;1;JD S MARGARIDA;JARDIM ANGELA
-46.753374;-23.676504;35117766;SMALVILLE COLEGIO;RUA ROBERTO SELMI-DEI;79;JARDIM SANTA MARGARIDA;JARDIM ANGELA
-46.750112;-23.688215;35044398;ANTONIO BERNARDES DE OLIVEIRA PROFESSOR;RUA JEAN MAROT;12;JARDIM SAO JOAQUIM;JARDIM SAO LUIS
-46.750129;-23.68795;35239070;CEI DIRET JARDIM SAO JOAQUIM;BACABINHA;1100;JARDIM SAO JOAQUIM;JARDIM SAO LUIS
-46.749981;-23.68765;35184160;CR P CONV JARDIM SAO JOAQUIM;BACABINHA;304;JARDIM SAO JOAQUIM;JARDIM SAO LUIS
-46.749444;-23.686886;35075565;EMEI SALOMAO JORGE DEP;RUA BACABINHA;200;JARDIM SAO JOAQUIM;JARDIM SAO LUIS
-46.747913;-23.686679;35005253;JOAO DE DEUS CARDOSO DE MELLO;R FRANCISCO DE ALMEIDA SOUZA;192;JD SOUZA;JARDIM SAO LUIS
-46.746158;-23.686885;35239161;CEI DIRET JARDIM SOUZA;FRANCISCO SOBREIRA DA SILVA;SN;JARDIM SOUZA;JARDIM SAO LUIS
-46.751593;-23.677278;35279341;CEI DIRET JARDIM ROSA MARIA;ADELINO BRANCO DE ANDRADE;37;JARDIM ROSA MARIA;JARDIM ANGELA
-46.750742;-23.675645;35914745;NORBERTO ALVES RODRIGUES PROFESSOR;R CARMEN ESCABIA MOTA COELHO;50;JD MAZZA;JARDIM SAO LUIS
-46.750019;-23.676505;35184007;CEI INDIR ROSA MARIA;DO MAGISTERIO;70;JARDIM SANTA MARGARIDA;JARDIM ANGELA
-46.750473;-23.67577;35320183;GAMA CENTRO EDUCACIONAL;RUA CARMEM ESCABIA MOTTA COELHO;18;JARDIM MAZZA;JARDIM SAO LUIS
-46.750031;-23.675845;35802761;MODELO COLEGIO UNIDADE II;R GENERAL LUCIDIO DE ARRUDA;8;JD UNIAO;JARDIM SAO LUIS
-46.74812;-23.675411;35266759;ESCOLA DE EDUCACAO INFANTIL RECANTO DO SOL;RUA BELCHIOR FELIX;68;PARQUE FIGUEIRA GRANDE;JARDIM SAO LUIS
-46.745937;-23.682135;35046061;ANTONIO AGGIO;R HERCILIA GONCALVES DOS SANTOS;16;JARDIM DULCE;JARDIM SAO LUIS
-46.747085;-23.679319;35239148;CEI DIRET PARQUE FIGUEIRA GRANDE;PEDRO DA COSTA FALEIRO;111;JARDIM FIGUEIRA GRANDE;JARDIM SAO LUIS
-46.74609;-23.677206;35184111;CR P CONV NUCLEO JARDIM UNIVERSAL;BACIO DE FILICAIA;274;JARDIM FIGUEIRA GRANDE;JARDIM SAO LUIS
-46.745859;-23.67606;35039408;ELYO FERREIRA DE CASTRO PROFESSOR;R BACIO DE FILICAIA;147;PQ FIGUEIRA GRANDE;JARDIM SAO LUIS
-46.744016;-23.675842;35177106;AQUARELA COLEGIO;R DOMINGOS AFONSO SERTAO;388;PQ STA EDWIGES;JARDIM SAO LUIS
-46.759474;-23.673083;35904348;MARTINHO DA SILVA;R COMENDADOR ANTUNES DOS SANTOS;1800;JD VAZ DE LIMA;JARDIM SAO LUIS
-46.758588;-23.67286;35456299;PEQUENO APRENDIZ COLEGIO;R DEOCLECIANO DE OLIVEIRA FILHO;1057;JARDIM VAZ DE LIMA;JARDIM SAO LUIS
-46.758764;-23.667952;35035622;OCTALLES MARCONDES FERREIRA;R DANCA DE ANITRA;1;PARQUE CLAUDIA;JARDIM SAO LUIS
-46.758325;-23.667143;35923564;HEIDI ALVES LAZZARINI;R QUINTA DA CONRARIA;299;PRQ CLAUDIA;JARDIM SAO LUIS
-46.756161;-23.670191;35442811;LEMOS SANTOS COLEGIO;AVENIDA ALBERTO VICENTE CARDOSO;234;JARDIM THOMAZ;JARDIM SAO LUIS
-46.755949;-23.668293;35184147;CR P CONV VERBO DIVINO INST;QUINTA DA CONRARIA;24;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.753472;-23.671064;35176989;CURUMIM INSTITUTO EDUCACIONAL;R CRISPO;46;JD CRIS;JARDIM SAO LUIS
-46.752692;-23.672696;35005484;JOAO BATISTA DE CARVALHO MONSENHOR;R CRISTIANIA;13;JD THOMAZ;JARDIM SAO LUIS
-46.753345;-23.666764;35117869;BRUMLINE COLEGIO;AV RAQUEL ALVES MOREIRA;330;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.75933;-23.664188;35121484;WANDER TAFFO MUSICO;RUA MANGUALDE;427;PQ STO ANTONIO;JARDIM SAO LUIS
-46.759442;-23.661617;35471896;MOLINO BLANCO RECREACAO INFANTIL LTDA ME;RUA DOMENICO FONTANA;99;PARQUE MARIA HELENA;CAPAO REDONDO
-46.759726;-23.65893;35902512;MIGUEL MUNHOZ FILHO;AV AGOSTINHO RUBIN;301;JD CAMPO DE FORA;CAPAO REDONDO
-46.75943;-23.658644;35923552;ZENAIDE AVELINO MAIA PROFESSORA;R FREDERICK BANTING;179;JD GERMANIA;CAPAO REDONDO
-46.756448;-23.659877;35239159;CEI DIRET GUMERCINDO DE PADUA FLEURY VER;RAIMUNDA FRANKLIN DE MELO;300;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.754426;-23.665578;35266802;MARTINS MOURAO COLEGIO;RUA LAET DE TOLEDO CESAR;20B;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.755726;-23.663769;35184251;CR P CONV LAR DE AMOR MEIMEI;JULIO LOURENCO PINTO;42;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.753163;-23.663139;35172558;ACOREANA COLEGIO;R JOSE JOAQUIM GONCALVES;821;PRQ S ANTONIO;JARDIM SAO LUIS
-46.752587;-23.663907;35046346;ARNALDO LAURINDO PROFESSOR;RUA ALTINO ALVES DE ABREU;110;PRQ S ANTONIO;JARDIM SAO LUIS
-46.755452;-23.659695;35053934;EMEF OTONIEL MOTA;RUA RAIMUNDA FRANKLIN DE MELO;184;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.752492;-23.659819;35068834;EMEF LORENCO MANOEL SPARAPAN PROF;RUA HOLDA BOTTO MALANCONI;431;JARDIM DUPRAT;JARDIM SAO LUIS
-46.748884;-23.674574;35184184;CR P CONV JARDIM KLEIN;BONIFACIO DE MONTFERRAT;260;CHACARA SANTANA;JARDIM SAO LUIS
-46.747838;-23.674165;35239185;CEI DIRET JARDIM KLEIN;BONIFACIO DE MONTFERRAT;143;CHACARA SANTANA;JARDIM SAO LUIS
-46.747703;-23.670951;35053797;EMEF MARIO MOURA E ALBUQUERQUE BEL;RUA HUMBERTO DE ALMEIDA;521;CHACARA SANTANA;JARDIM SAO LUIS
-46.749545;-23.666936;35068822;EMEF MAURO FACCIO GONCALVES - ZACARIA;RAQUEL ALVES MOREIRA;823;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.747014;-23.674294;35184100;CR P CONV NUCLEO NS SRA APARECIDA;DO MBOI MIRIM;1555;JARDIM DAS FLORES;JARDIM SAO LUIS
-46.745219;-23.674142;35177015;EMILIO DE ROUSSEAU COLEGIO;R GONCALO FERNANDES;49B;JD FIGUEIRA GRANDE;JARDIM SAO LUIS
-46.743903;-23.671261;35184248;CR P CONV A NOSSA CASA DA CRIANCA;TEODOSIO DE SAAVEDRA;9;CHACARA SANTANA;JARDIM SAO LUIS
-46.746746;-23.668695;35177076;ALMEIDA SANTOS COLEGIO;R BARTOLOMEU DOS SANTOS;219;CH SANTANA;JARDIM SAO LUIS
-46.745713;-23.667659;35092915;EMEI CLARICE LISPECTOR;RUA COMENDADOR MIGUEL MALUHY;159;JARDIM GUARUJA;JARDIM SAO LUIS
-46.749219;-23.666253;35201972;EMEF ANNA SILVEIRA PEDREIRA;RINALDO DE HANDEL;550;CHACARA SANTANA;JARDIM SAO LUIS
-46.748785;-23.66624;35239173;CEI DIRET PARQUE SANTO ANTONIO;RINALDO DE HANDEL;SN;CHACARA SANTANA;JARDIM SAO LUIS
-46.749984;-23.659634;35446191;TURMINHA DA MONICA ESCOLA;RUA QUARTETO DO IMPERADOR;137;JARDIM DUPRAT;JARDIM SAO LUIS
-46.746937;-23.664793;35429405;EMEF M BOI MIRIM II;JOSE MANOEL CAMISA NOVA;552;PARQUE SANTO ANTONIO;JARDIM SAO LUIS
-46.744492;-23.6659;35419285;EMEF M BOI MIRIM I;NOVA DO TUPAROQUERA;2100;JARDIM NOVO SANTO AMARO;JARDIM SAO LUIS
-46.740239;-23.689447;35098620;EMEI NORIMAR TEIXEIRA PROFA;RUA VERDUM;45;JARDIM SAO FRANCISCO;JARDIM SAO LUIS
-46.737096;-23.685769;35467406;ANTAO FERREIRA COLEGIO;R MANUEL FERREIRA DE SOUZA COELHO;10;CHACARA VISTA ALEGRE;JARDIM SAO LUIS
-46.74234;-23.677557;35095761;EMEI DINAH SILVEIRA DE QUEIROZ;RUA SEBASTIAO SENRET;137;GUARAPIRANGA;JARDIM SAO LUIS
-46.742141;-23.67641;35184135;CEI INDIR JARDIM SANTA EDWIGES;SEBASTIAO SENRET;15;GUARAPIRANGA;JARDIM SAO LUIS
-46.741722;-23.675545;35177143;NUME ESCOLA DE EDUCACAO INFANTIL;RUA BENTO LEITE DA SILVA;13 A;SANTA EDWIRGES;JARDIM SAO LUIS
-46.738339;-23.679831;35005241;PAULO OCTAVIO DE AZEVEDO PROFESSOR;RUA ANTONIO VIEIRA MISTURA;440;JARDIM BANDEIRANTE;JARDIM SAO LUIS
-46.742672;-23.674872;35184196;CR P CONV NUCLEO MATRIZ;MANUEL DE SIQUEIRA;35;JARDIM SANTA EDWIGES;JARDIM SAO LUIS
-46.740042;-23.674124;35005435;VICENTE LEPORACE;R JOAO ALVES TORRES;555;JD DAS FLORES;JARDIM SAO LUIS
-46.740059;-23.669411;35393964;CR P CONV VALE ENCANTADO;CAPITANIAS HEREDITARIAS;848;JARDIM NOVO SANTO AMARO;JARDIM SAO LUIS
-46.740332;-23.667429;35005472;SINHA PANTOJA;R SIMAO DE LEMOS;S/N;REC S ANTONIO;JARDIM SAO LUIS
-46.738395;-23.673215;35249786;EMEF MARIA BERENICE DOS SANTOS PROFA;BARBOSA VILAS BOAS;251;JARDIM DAS FLORES;JARDIM SAO LUIS
-46.738611;-23.671794;35305029;CERRIDWEN PAN COLEGIO;RUA JOAO FREIRE FARTO;15;JARDIM DAS FLORES;JARDIM SAO LUIS
-46.736895;-23.672489;35098589;EMEF PRACINHAS DA FEB;RUA ANTONIO RAPOSO BARRETO;151;JARDIM DAS FLORES;JARDIM SAO LUIS
-46.739066;-23.669384;35144435;SAVIOLI COLEGIO;R BARTOLOMEU BEJARANO;103;JD S JOSEFA;JARDIM SAO LUIS
-46.741862;-23.660652;35191917;MARILSA GARBOSSA FRANCISCO PROFESSORA;RUA PAULO LEMORE;S/N;JARDIM SAO LUIS;JARDIM SAO LUIS
-46.739477;-23.661014;35090712;EMEI JULITTA PRADO ALVES DE LIMA DA;RUA POCO DE PEDRA;177;JARDIM NOVO SANTO AMARO;JARDIM SAO LUIS
